Imagen,Num_ID_0_2,Num_ID_2,Area_media_2,Peso_Medio_2,Pes,Vta,num_gambas
OPMM_Subasta_2025-05-31_04_54_34.894_Imedea,98,9,1435.388888888889,15.188583381434281,3.8,0290,250.18791447297966
OPMM_Subasta_2025-05-31_04_54_55.995_Imedea,109,13,1065.6923076923076,9.642817373472116,4.15,0294,430.37214532516845
OPMM_Subasta_2025-05-31_04_55_00.195_Imedea,106,11,1330.3636363636363,13.824536659522941,4.0,0295,289.34061940113025
OPMM_Subasta_2025-05-31_04_55_15.195_Imedea,103,9,1305.8333333333333,13.166810391599816,4.35,0298,330.37614050971825
OPMM_Subasta_2025-05-31_04_55_19.495_Imedea,109,14,1374.4642857142858,14.22621476714539,3.75,0299,263.5978762713751
OPMM_Subasta_2025-05-31_04_55_26.795_Imedea,82,7,1322.5,13.537795790449678,3.8,0300,280.69562126803044
OPMM_Subasta_2025-05-31_04_55_50.295_Imedea,71,7,1416.7142857142858,14.859919921719236,4.15,0305,279.27472165811383
OPMM_Subasta_2025-05-31_04_55_59.695_Imedea,106,11,1452.2272727272727,15.57212103750822,3.85,0308,247.23671173159977
OPMM_Subasta_2025-05-31_04_56_22.895_Imedea,64,1,2219.5,28.679919232093468,4.0,0314,139.47040672011067
OPMM_Subasta_2025-05-31_04_56_37.795_Imedea,51,5,1931.2,23.31394999073923,1.45,0317,62.194523046329316
OPMM_Subasta_2025-05-31_04_56_56.996_Imedea,106,7,1125.7142857142858,10.572516707920915,4.35,0321,411.44413578850015
OPMM_Subasta_2025-05-31_04_57_35.796_Imedea,59,1,1584.0,17.30884935795874,3.6,0328,207.9860957565439
OPMM_Subasta_2025-05-31_04_59_09.497_Imedea,150,15,1191.3666666666666,11.581948458962337,3.05,0344,263.34083689000107
OPMM_Subasta_2025-05-31_04_59_15.797_Imedea,159,8,1223.9375,11.986496148985937,4.2,0345,350.3943060420807
OPMM_Subasta_2025-05-31_04_59_23.197_Imedea,96,1,2061.0,25.668995859991373,2.05,0347,79.8628824898914
OPMM_Subasta_2025-05-31_05_00_02.197_Imedea,156,15,1077.1666666666667,9.999131805339694,3.8,0356,380.0329942616358
OPMM_Subasta_2025-05-31_05_00_05.297_Imedea,52,8,2639.0625,37.25803755631485,1.4,0357,37.575784765473095
OPMM_Subasta_2025-05-31_05_00_09.597_Imedea,149,13,1047.2692307692307,9.441785895428945,3.35,0358,354.80575784098613
OPMM_Subasta_2025-05-31_05_00_12.797_Imedea,77,5,2034.1,25.299080842776323,2.05,0359,81.03061185265705
OPMM_Subasta_2025-05-31_05_00_16.997_Imedea,140,7,1108.4285714285713,10.206147988816442,3.25,0360,318.4355158832933
OPMM_Subasta_2025-05-31_05_00_20.097_Imedea,105,8,1452.1875,15.510438188001853,3.65,0361,235.32539543747183
OPMM_Subasta_2025-05-31_05_00_28.597_Imedea,96,1,1738.0,19.8879035553795,2.1,0363,105.59182339920233
OPMM_Subasta_2025-05-31_05_00_33.897_Imedea,106,9,1854.4444444444443,22.180265630507783,3.2,0364,144.27239300500395
OPMM_Subasta_2025-05-31_05_00_39.097_Imedea,101,2,1832.0,21.57691131223173,2.2,0365,101.96083990727823
OPMM_Subasta_2025-05-31_05_00_44.497_Imedea,112,9,1720.2222222222222,20.036896343724138,4.3,0366,214.60409467790782
OPMM_Subasta_2025-05-31_05_00_50.897_Imedea,155,13,1179.1923076923076,11.270017026325108,3.15,0368,279.5026833271025
OPMM_Subasta_2025-05-31_05_01_09.798_Imedea,139,19,1144.8684210526317,10.775091024190333,3.95,0372,366.5862303280926
OPMM_Subasta_2025-05-31_05_01_12.998_Imedea,145,17,1136.3235294117646,10.710929301297249,3.7,0373,345.4415481532379
OPMM_Subasta_2025-05-31_05_01_17.298_Imedea,135,13,1188.076923076923,11.435860481358556,4.15,0374,362.8935493542318
OPMM_Subasta_2025-05-31_05_01_20.398_Imedea,104,1,1621.0,17.9175993377579,2.05,0375,114.41264877934952
OPMM_Subasta_2025-05-31_05_01_23.498_Imedea,90,2,1818.75,21.360573043370575,2.05,0376,95.97120806813906
OPMM_Subasta_2025-05-31_05_02_01.698_Imedea,149,16,1183.40625,11.28395243450773,3.75,0384,332.33036223478166
OPMM_Subasta_2025-05-31_05_04_00.599_Imedea,58,8,2820.5,41.61965347676901,2.0,0403,48.05422037250615
OPMM_Subasta_2025-05-31_05_04_05.899_Imedea,61,18,2770.25,40.543612616689366,1.65,0404,40.69691607404502
OPMM_Subasta_2025-05-31_05_04_16.499_Imedea,110,9,1691.9444444444443,19.71371105657478,3.8,0406,192.75924198618353
OPMM_Subasta_2025-05-31_05_04_23.899_Imedea,116,12,1694.9583333333333,19.471199399101874,4.05,0408,207.9995133831771
OPMM_Subasta_2025-05-31_05_04_28.199_Imedea,137,17,1202.3529411764705,11.709806405665022,3.65,0409,311.7045554428796
OPMM_Subasta_2025-05-31_05_04_40.799_Imedea,75,5,2100.2,26.446217453330185,1.95,0412,73.73455215064982
OPMM_Subasta_2025-05-31_05_04_46.099_Imedea,81,8,2130.5625,27.19163766466498,1.95,0413,71.71322389802171
OPMM_Subasta_2025-05-31_05_04_51.499_Imedea,104,9,1773.4444444444443,20.875765508505097,3.55,0414,170.05364419109216
